GENE_ID	GENE_NAME	FAMILY_PVALUE	NTISSUES
ENSG00000041357.11	PSMA4	4.96742226714012e-09	1
ENSG00000136381.8	IREB2	8.56266842792702e-08	3
ENSG00000261762.1	RP11-650L12.2	6.53723853725934e-07	1
ENSG00000268838.1	AC027228.1	2.78450521684058e-07	1
